Unnamed: 0,Overall_Rating,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
4810,8,Couple Leisure,Economy Class,4.0,5.0,3.0,5.0,3.0,,5.0,yes
4811,3,Business,Economy Class,3.0,3.0,,1.0,,,2.0,no
4812,1,Business,Economy Class,3.0,4.0,,1.0,,,1.0,no
4813,1,Couple Leisure,Premium Economy,2.0,3.0,2.0,1.0,2.0,2.0,2.0,no
4814,7,Couple Leisure,Economy Class,3.0,4.0,,4.0,,1.0,4.0,yes
4815,1,Family Leisure,Economy Class,1.0,3.0,1.0,1.0,2.0,2.0,1.0,no
4816,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4817,4,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,2.0,3.0,2.0,no
4818,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4819,5,Couple Leisure,Economy Class,3.0,5.0,3.0,1.0,2.0,,3.0,yes
4820,1,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
4821,1,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
4822,2,Family Leisure,Economy Class,3.0,3.0,2.0,1.0,4.0,,3.0,no
4823,3,Solo Leisure,Economy Class,3.0,2.0,1.0,1.0,1.0,1.0,3.0,no
4824,6,Business,Business Class,4.0,4.0,4.0,4.0,,,4.0,yes
4825,1,Solo Leisure,Economy Class,3.0,3.0,,1.0,3.0,,1.0,no
4826,1,Family Leisure,Economy Class,4.0,4.0,3.0,2.0,1.0,2.0,3.0,no
4827,4,Solo Leisure,Economy Class,2.0,3.0,2.0,4.0,3.0,1.0,1.0,no
4828,2,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,,,1.0,no
4829,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4830,1,Solo Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4831,1,Solo Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4832,1,Solo Leisure,Business Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
4833,3,Solo Leisure,Business Class,1.0,1.0,4.0,3.0,3.0,,3.0,no
4834,1,Business,Economy Class,2.0,2.0,1.0,1.0,,,2.0,no
4835,3,Couple Leisure,Economy Class,3.0,3.0,2.0,1.0,1.0,2.0,2.0,no
4836,1,Family Leisure,Economy Class,1.0,2.0,1.0,2.0,1.0,1.0,1.0,no
4837,2,Solo Leisure,Economy Class,1.0,3.0,1.0,2.0,1.0,,1.0,no
4838,1,Family Leisure,Economy Class,1.0,3.0,1.0,4.0,1.0,,2.0,no
4839,1,Business,Business Class,,,,,,,1.0,no
4840,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4841,1,Couple Leisure,Economy Class,1.0,,,1.0,,,1.0,no
4842,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4843,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4844,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
4845,1,Family Leisure,Business Class,2.0,3.0,3.0,1.0,2.0,1.0,1.0,no
4846,2,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4847,4,Family Leisure,Economy Class,4.0,5.0,5.0,2.0,,,3.0,no
4848,1,Couple Leisure,Economy Class,3.0,3.0,,1.0,,,3.0,no
4849,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4850,2,Family Leisure,Economy Class,3.0,3.0,3.0,4.0,4.0,1.0,3.0,no
4851,9,Couple Leisure,Economy Class,4.0,5.0,4.0,5.0,4.0,1.0,5.0,yes
4852,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4853,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4854,1,Business,Economy Class,,,,,,,1.0,no
4855,2,Couple Leisure,Economy Class,3.0,2.0,2.0,1.0,,1.0,1.0,no
4856,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4857,3,Solo Leisure,Economy Class,3.0,3.0,3.0,3.0,3.0,,3.0,no
4858,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4859,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4860,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4861,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,,1.0,no
4862,2,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,2.0,,2.0,no
4863,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4864,2,Business,Business Class,1.0,1.0,3.0,1.0,1.0,1.0,1.0,no
4865,1,Business,Business Class,4.0,5.0,4.0,4.0,4.0,,4.0,yes
4866,1,Family Leisure,Economy Class,1.0,5.0,5.0,1.0,5.0,,1.0,no
4867,1,Couple Leisure,Economy Class,3.0,4.0,,1.0,,,1.0,no
4868,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
4869,1,Family Leisure,Business Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4870,8,Couple Leisure,Premium Economy,5.0,5.0,4.0,4.0,,,4.0,yes
4871,9,Solo Leisure,Economy Class,3.0,5.0,5.0,5.0,,5.0,4.0,yes
4872,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
4873,1,Solo Leisure,Premium Economy,,,,,,,1.0,no
4874,2,Family Leisure,Economy Class,2.0,2.0,1.0,2.0,1.0,1.0,2.0,no
4875,4,Solo Leisure,Economy Class,3.0,3.0,,2.0,,,3.0,yes
4876,1,Family Leisure,Economy Class,2.0,2.0,,1.0,,,4.0,no
4877,3,Family Leisure,Economy Class,3.0,1.0,,1.0,,1.0,3.0,yes
4878,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4879,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4880,1,Solo Leisure,Economy Class,4.0,5.0,,5.0,,,5.0,yes
4881,1,Couple Leisure,Economy Class,4.0,5.0,,5.0,,,5.0,yes
4882,9,Couple Leisure,Economy Class,4.0,5.0,,2.0,,,4.0,yes
4883,1,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,,,1.0,no
4884,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4885,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4886,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4887,1,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
4888,1,Couple Leisure,Economy Class,2.0,5.0,,2.0,,,1.0,no
4889,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4890,9,Couple Leisure,Economy Class,4.0,5.0,,5.0,,,5.0,yes
4891,6,Solo Leisure,Economy Class,2.0,2.0,,4.0,,,3.0,yes
4892,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4893,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4894,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4895,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
4896,1,Family Leisure,Economy Class,5.0,5.0,4.0,5.0,4.0,4.0,5.0,yes
4897,1,Family Leisure,Economy Class,,,,,,,1.0,no
4898,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4899,2,Family Leisure,Economy Class,4.0,4.0,,1.0,,,2.0,no
4900,1,Family Leisure,Economy Class,3.0,4.0,,1.0,,,1.0,no
4901,2,Family Leisure,Economy Class,3.0,3.0,,1.0,,,3.0,no
4902,1,Family Leisure,Economy Class,4.0,5.0,,1.0,,,4.0,no
4903,1,Family Leisure,Economy Class,3.0,5.0,,5.0,,,5.0,yes
4904,1,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4905,6,Couple Leisure,Economy Class,3.0,1.0,,2.0,,,4.0,no
4906,1,Couple Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
4907,2,Business,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,4.0,no
4908,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
4909,3,Family Leisure,Economy Class,4.0,3.0,,1.0,,,5.0,no
4910,1,Solo Leisure,Economy Class,2.0,3.0,,1.0,,,1.0,no
4911,2,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4912,1,Solo Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
4913,9,Couple Leisure,Economy Class,3.0,5.0,,3.0,,,4.0,yes
4914,1,Solo Leisure,Economy Class,,,,,,,1.0,no
4915,1,Family Leisure,Economy Class,1.0,3.0,,1.0,,,1.0,no
4916,1,Family Leisure,Economy Class,,,,2.0,,,2.0,no
4917,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4918,2,Solo Leisure,Economy Class,3.0,4.0,1.0,1.0,,,2.0,no
4919,1,Solo Leisure,Economy Class,2.0,3.0,1.0,1.0,,,1.0,no
4920,1,Business,Economy Class,2.0,3.0,,3.0,,,4.0,no
4921,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4922,1,Business,Economy Class,3.0,1.0,,1.0,,,1.0,no
4923,3,Couple Leisure,Economy Class,3.0,3.0,,1.0,1.0,1.0,2.0,no
4924,8,Solo Leisure,Economy Class,3.0,3.0,,3.0,,,3.0,yes
4925,6,Solo Leisure,Economy Class,3.0,4.0,,3.0,,,5.0,yes
4926,9,Solo Leisure,Economy Class,4.0,3.0,3.0,4.0,,,5.0,yes
4927,1,Couple Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
4928,1,Couple Leisure,Economy Class,5.0,5.0,,5.0,,,5.0,yes
4929,1,Family Leisure,Economy Class,,,,,,,1.0,no
4930,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4931,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4932,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4933,1,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,3.0,no
4934,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4935,2,Family Leisure,Economy Class,1.0,2.0,,1.0,,,1.0,no
4936,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4937,1,Solo Leisure,Economy Class,3.0,3.0,1.0,1.0,,,1.0,no
4938,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4939,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
4940,1,Solo Leisure,Economy Class,3.0,5.0,,5.0,,,5.0,yes
4941,3,Couple Leisure,Economy Class,3.0,3.0,,2.0,,,2.0,no
4942,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
4943,1,Couple Leisure,Economy Class,4.0,4.0,,1.0,,,1.0,no
4944,2,Family Leisure,Economy Class,4.0,1.0,,3.0,1.0,,2.0,no
4945,2,Family Leisure,Economy Class,1.0,2.0,,1.0,,,1.0,no
4946,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4947,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,,,5.0,yes
4948,1,Solo Leisure,Economy Class,,,,,,,1.0,no
4949,2,Business,Economy Class,3.0,3.0,1.0,1.0,,,1.0,no
4950,1,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,1.0,1.0,no
4951,1,Couple Leisure,Economy Class,5.0,5.0,,5.0,,,3.0,yes
4952,2,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4953,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
4954,1,Family Leisure,Economy Class,4.0,5.0,,5.0,,,5.0,yes
4955,9,Couple Leisure,Economy Class,4.0,5.0,,5.0,,,5.0,yes
4956,3,Couple Leisure,Economy Class,3.0,3.0,,1.0,,,3.0,no
4957,1,Solo Leisure,Economy Class,3.0,5.0,,5.0,,,5.0,yes
4958,1,Family Leisure,Economy Class,,,,,,,1.0,no
4959,5,Solo Leisure,Economy Class,2.0,3.0,,2.0,,,2.0,no
4960,6,Solo Leisure,Economy Class,2.0,1.0,1.0,3.0,1.0,2.0,3.0,no
4961,1,Solo Leisure,Economy Class,1.0,2.0,,1.0,,,1.0,no
4962,1,Family Leisure,Economy Class,4.0,4.0,4.0,4.0,4.0,3.0,1.0,no
4963,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4964,1,Business,Economy Class,1.0,1.0,,1.0,,,1.0,no
4965,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4966,1,Couple Leisure,Economy Class,,,,2.0,,,1.0,no
4967,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4968,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4969,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4970,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4971,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4972,1,Couple Leisure,Economy Class,,,,,,,1.0,no
4973,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
4974,1,Family Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no
4975,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
4976,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4977,1,Solo Leisure,Economy Class,3.0,3.0,1.0,1.0,1.0,,1.0,no
4978,2,Solo Leisure,Economy Class,4.0,3.0,1.0,1.0,4.0,4.0,2.0,no
4979,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4980,1,Solo Leisure,Economy Class,1.0,1.0,2.0,1.0,3.0,1.0,1.0,no
4981,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,,1.0,1.0,no
4982,2,Couple Leisure,Economy Class,1.0,1.0,1.0,5.0,1.0,1.0,1.0,no
4983,1,Solo Leisure,Economy Class,1.0,1.0,1.0,3.0,1.0,1.0,1.0,no
4984,2,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4985,1,Solo Leisure,Economy Class,1.0,5.0,1.0,1.0,1.0,,1.0,no
4986,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4987,2,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4988,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4989,1,Family Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,2.0,1.0,no
4990,1,Family Leisure,Business Class,1.0,1.0,1.0,1.0,,,1.0,no
4991,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,1.0,1.0,1.0,no
4992,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4993,1,Business,Economy Class,1.0,1.0,1.0,3.0,,,1.0,no
4994,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4995,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4996,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
4997,1,Solo Leisure,Economy Class,1.0,2.0,,1.0,,,2.0,no
4998,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
4999,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5000,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5001,1,Business,Business Class,2.0,2.0,,1.0,,,1.0,no
5002,1,Business,Economy Class,3.0,3.0,2.0,1.0,,,1.0,no
5003,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5004,1,Family Leisure,Economy Class,,,,1.0,,,2.0,no
5005,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
5006,1,Family Leisure,Economy Class,,,,,,,1.0,no
5007,1,Solo Leisure,Economy Class,,,,,,,1.0,no
5008,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5009,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5010,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5011,2,Solo Leisure,Economy Class,1.0,3.0,,1.0,,,1.0,no
5012,1,Couple Leisure,Economy Class,2.0,2.0,1.0,2.0,1.0,1.0,2.0,no
5013,9,Solo Leisure,Economy Class,5.0,3.0,,5.0,,,5.0,yes
5014,2,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
5015,3,Solo Leisure,Business Class,3.0,1.0,1.0,5.0,,,2.0,no
5016,8,Couple Leisure,Economy Class,3.0,4.0,3.0,4.0,,,4.0,yes
5017,1,Couple Leisure,Economy Class,1.0,4.0,1.0,1.0,3.0,1.0,1.0,no
5018,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5019,6,Couple Leisure,Business Class,5.0,3.0,2.0,4.0,4.0,1.0,4.0,no
5020,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5021,1,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
5022,1,Business,Economy Class,1.0,3.0,,1.0,,,1.0,no
5023,2,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,,1.0,no
5024,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5025,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
5026,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
5027,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
5028,2,Business,Premium Economy,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no
5029,1,Business,Economy Class,1.0,1.0,,1.0,1.0,1.0,1.0,no
5030,2,Business,Business Class,1.0,4.0,,4.0,,,1.0,no
5031,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5032,4,Business,Business Class,4.0,3.0,2.0,1.0,1.0,,3.0,no
5033,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
5034,2,Family Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5035,1,Couple Leisure,Premium Economy,1.0,1.0,,1.0,,,1.0,no
5036,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5037,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
5038,2,Business,Business Class,1.0,1.0,,2.0,2.0,,1.0,no
5039,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5040,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
5041,1,Business,Economy Class,,,,2.0,,,1.0,no
5042,1,Family Leisure,Premium Economy,1.0,2.0,,1.0,,,1.0,no
5043,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5044,1,Family Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no
5045,1,Couple Leisure,Premium Economy,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no
5046,1,Couple Leisure,Economy Class,2.0,3.0,3.0,1.0,2.0,1.0,1.0,no
5047,5,Solo Leisure,Economy Class,4.0,5.0,1.0,3.0,2.0,1.0,2.0,no
5048,1,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
5049,1,Solo Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
5050,1,Family Leisure,Economy Class,,,,3.0,,,1.0,no
5051,3,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,2.0,no
5052,2,Family Leisure,Premium Economy,1.0,2.0,1.0,3.0,1.0,1.0,1.0,no
5053,2,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,2.0,no
5054,2,Couple Leisure,Premium Economy,1.0,1.0,,1.0,,,1.0,no
5055,3,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,2.0,2.0,1.0,no
5056,1,Couple Leisure,Economy Class,1.0,1.0,,2.0,,,1.0,no
5057,5,Couple Leisure,Business Class,5.0,3.0,1.0,3.0,5.0,,3.0,no
5058,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,2.0,1.0,no
5059,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5060,1,Couple Leisure,Economy Class,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
5061,1,Couple Leisure,Premium Economy,2.0,2.0,1.0,1.0,1.0,3.0,1.0,no
5062,1,Family Leisure,Economy Class,1.0,2.0,1.0,2.0,1.0,1.0,1.0,no
5063,1,Couple Leisure,Business Class,3.0,3.0,1.0,1.0,1.0,,1.0,no
5064,1,Solo Leisure,Economy Class,,,,,,,1.0,no
5065,1,Business,Premium Economy,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
5066,2,Solo Leisure,Premium Economy,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
5067,1,Family Leisure,Premium Economy,1.0,1.0,,1.0,1.0,1.0,1.0,no
5068,5,Solo Leisure,Economy Class,3.0,4.0,2.0,1.0,1.0,1.0,3.0,yes
5069,1,Family Leisure,Economy Class,2.0,2.0,2.0,1.0,1.0,1.0,1.0,no
5070,1,Solo Leisure,Economy Class,3.0,2.0,1.0,1.0,1.0,1.0,3.0,no
5071,3,Business,Economy Class,4.0,2.0,1.0,2.0,,,3.0,no
5072,6,,Economy Class,,,,,,,4.0,yes
5073,3,,,,,,,,,,no
5074,n,,,,,,,,,,no
5075,n,,,,,,,,,,no
5076,n,,,,,,,,,,no
5077,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
5078,1,Family Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5079,1,Business,Economy Class,,,,,,,1.0,no
5080,1,Family Leisure,Economy Class,,,,,,,1.0,no
5081,1,Family Leisure,Economy Class,,,,,,,1.0,no
5082,8,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,1.0,,5.0,yes
5083,7,Solo Leisure,Economy Class,5.0,5.0,3.0,4.0,1.0,,5.0,yes
5084,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
5085,1,Business,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
5086,1,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,4.0,,5.0,yes
5087,1,Family Leisure,Economy Class,4.0,5.0,5.0,5.0,3.0,3.0,5.0,yes
5088,9,Couple Leisure,Economy Class,4.0,4.0,5.0,4.0,4.0,,5.0,yes
5089,4,Couple Leisure,Economy Class,4.0,1.0,3.0,2.0,3.0,,2.0,no
5090,9,Solo Leisure,Economy Class,4.0,5.0,5.0,4.0,3.0,,5.0,yes
5091,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
5092,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
5093,6,Solo Leisure,Economy Class,3.0,3.0,3.0,4.0,3.0,,3.0,yes
5094,1,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,,5.0,yes
5095,8,Solo Leisure,Economy Class,5.0,3.0,3.0,5.0,,,5.0,yes
5096,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
5097,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,3.0,,5.0,yes
5098,9,Business,Economy Class,4.0,5.0,5.0,4.0,5.0,,5.0,yes
5099,8,Business,Business Class,4.0,4.0,4.0,4.0,4.0,,5.0,yes
5100,1,Business,Economy Class,,,,1.0,,,1.0,no
5101,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
5102,1,Business,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
5103,1,Business,Economy Class,5.0,5.0,5.0,4.0,5.0,,5.0,yes
5104,8,Family Leisure,Economy Class,4.0,5.0,5.0,5.0,3.0,,5.0,yes
5105,8,Solo Leisure,Economy Class,4.0,5.0,4.0,3.0,3.0,,4.0,yes
5106,6,Family Leisure,Economy Class,3.0,4.0,3.0,4.0,3.0,1.0,4.0,no
5107,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5108,8,Solo Leisure,Business Class,3.0,4.0,3.0,3.0,2.0,,5.0,yes
5109,8,Solo Leisure,Economy Class,4.0,3.0,4.0,5.0,3.0,,4.0,yes
5110,8,Business,Economy Class,5.0,5.0,4.0,5.0,4.0,,5.0,yes
5111,9,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,4.0,,5.0,yes
5112,9,Solo Leisure,Economy Class,5.0,5.0,5.0,3.0,5.0,,5.0,yes
5113,9,Business,Business Class,5.0,5.0,5.0,5.0,3.0,,5.0,yes
5114,8,Solo Leisure,Business Class,5.0,4.0,5.0,4.0,2.0,,5.0,yes
5115,8,Solo Leisure,Economy Class,5.0,4.0,4.0,5.0,2.0,,5.0,yes
5116,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
5117,9,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,,,5.0,yes
5118,7,,Business Class,4.0,1.0,4.0,,3.0,,3.0,yes
5119,1,,Economy Class,4.0,5.0,5.0,,4.0,,5.0,yes
5120,8,,Economy Class,5.0,4.0,4.0,,0.0,,5.0,yes
5121,7,,Business Class,3.0,4.0,5.0,,3.0,,4.0,yes
5122,9,,Economy Class,5.0,4.0,5.0,,4.0,,4.0,yes
5123,7,,Economy Class,,,,,,,4.0,yes
5124,1,,Business Class,,,,,,,4.0,yes
5125,3,,Economy Class,,,,,,,4.0,yes
5126,9,,Economy Class,,,,,,,4.0,yes
5127,4,,Economy Class,,,,,,,4.0,no
5128,8,,Business Class,,,,,,,4.0,yes
5129,4,,,,,,,,,,no
5130,1,,,,,,,,,,no
5131,4,,,,,,,,,,no
5132,3,,,,,,,,,,no
5133,3,,,,,,,,,,no
5134,n,,,,,,,,,,no
5135,n,,,,,,,,,,no
5136,n,,,,,,,,,,no
5137,n,,,,,,,,,,no
5138,n,,,,,,,,,,no
5139,n,,,,,,,,,,no
5140,n,,,,,,,,,,no
5141,n,,,,,,,,,,no
5142,n,,,,,,,,,,no
5143,n,,,,,,,,,,no
5144,n,,,,,,,,,,no
5145,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
5146,1,Solo Leisure,Economy Class,1.0,2.0,2.0,1.0,,,1.0,no
5147,7,Solo Leisure,Economy Class,5.0,5.0,1.0,4.0,,,3.0,no
5148,6,Couple Leisure,Business Class,4.0,1.0,1.0,3.0,,,4.0,no
5149,8,Couple Leisure,Business Class,3.0,5.0,4.0,3.0,,,4.0,yes
