Unnamed: 0,Overall_Rating,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,Profile
258,1,Solo Leisure,Economy Class,3.0,1.0,1.0,4.0,1.0,1.0,2.0,no,Detractor
259,1,Couple Leisure,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
260,1,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
261,1,Business,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
262,1,Solo Leisure,Economy Class,1.0,3.0,3.0,1.0,1.0,1.0,1.0,no,Detractor
263,5,Solo Leisure,Economy Class,3.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
264,1,Solo Leisure,Economy Class,3.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
265,2,Couple Leisure,Economy Class,2.0,1.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
266,1,Solo Leisure,Economy Class,1.0,3.0,3.0,1.0,3.0,2.0,1.0,no,Detractor
267,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
268,4,Family Leisure,Economy Class,1.0,2.0,1.0,3.0,1.0,2.0,2.0,no,Detractor
269,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
270,1,Solo Leisure,Economy Class,1.0,5.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
271,4,Solo Leisure,Economy Class,2.0,2.0,1.0,2.0,4.0,4.0,2.0,no,Detractor
272,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,2.0,2.0,no,Detractor
273,1,Couple Leisure,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
274,2,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,2.0,2.0,no,Detractor
275,6,Family Leisure,Business Class,4.0,4.0,3.0,3.0,4.0,4.0,4.0,yes,Detractor
276,1,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,2.0,1.0,1.0,no,Detractor
277,9,Family Leisure,Economy Class,5.0,4.0,5.0,5.0,5.0,1.0,5.0,yes,Promoter
278,1,Couple Leisure,Economy Class,1.0,3.0,2.0,1.0,3.0,1.0,1.0,no,Detractor
279,2,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,1.0,1.0,2.0,no,Detractor
280,2,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,1.0,1.0,2.0,no,Detractor
281,1,Solo Leisure,Economy Class,5.0,5.0,5.0,3.0,1.0,1.0,5.0,yes,Detractor
282,2,Couple Leisure,Economy Class,1.0,1.0,2.0,1.0,3.0,2.0,2.0,no,Detractor
283,6,Solo Leisure,Economy Class,3.0,3.0,3.0,2.0,1.0,1.0,2.0,no,Detractor
284,1,Family Leisure,Economy Class,2.0,3.0,3.0,1.0,3.0,1.0,2.0,no,Detractor
285,1,Family Leisure,Economy Class,3.0,4.0,3.0,3.0,3.0,1.0,1.0,no,Detractor
286,2,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
287,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
288,1,Family Leisure,Economy Class,2.0,4.0,1.0,4.0,4.0,1.0,1.0,no,Detractor
289,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
290,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
291,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
292,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
293,8,Solo Leisure,Economy Class,4.0,4.0,2.0,5.0,1.0,1.0,3.0,yes,Passive
294,9,Solo Leisure,Economy Class,4.0,4.0,1.0,5.0,1.0,1.0,4.0,yes,Promoter
295,9,Solo Leisure,Economy Class,4.0,5.0,1.0,5.0,1.0,1.0,4.0,yes,Promoter
296,8,Couple Leisure,Economy Class,4.0,2.0,1.0,3.0,1.0,1.0,3.0,yes,Passive
297,8,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,4.0,yes,Passive
298,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
299,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
300,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
301,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
302,5,Solo Leisure,Business Class,5.0,2.0,4.0,2.0,5.0,3.0,2.0,no,Detractor
303,1,Business,Economy Class,5.0,5.0,5.0,5.0,1.0,5.0,5.0,yes,Detractor
304,1,Business,Business Class,4.0,5.0,4.0,5.0,4.0,1.0,4.0,yes,Detractor
305,2,Business,Economy Class,2.0,3.0,3.0,2.0,1.0,1.0,2.0,no,Detractor
306,5,Solo Leisure,Business Class,3.0,3.0,3.0,3.0,1.0,1.0,3.0,yes,Detractor
307,7,Business,Premium Economy,1.0,4.0,4.0,3.0,4.0,3.0,4.0,yes,Passive
308,2,Family Leisure,Economy Class,3.0,1.0,4.0,1.0,3.0,1.0,2.0,no,Detractor
309,8,Solo Leisure,Premium Economy,4.0,5.0,4.0,3.0,4.0,1.0,4.0,yes,Passive
310,4,Business,Economy Class,3.0,4.0,4.0,1.0,2.0,3.0,2.0,no,Detractor
311,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
312,1,Business,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
313,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
314,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
315,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
316,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
317,1,Solo Leisure,Business Class,5.0,5.0,4.0,4.0,5.0,1.0,5.0,yes,Detractor
318,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
319,9,Solo Leisure,Premium Economy,2.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Promoter
320,1,Business,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
321,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
322,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,5.0,yes,Detractor
323,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
324,1,Solo Leisure,Economy Class,3.0,1.0,3.0,1.0,3.0,1.0,3.0,no,Detractor
325,1,Business,Business Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
326,8,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,4.0,1.0,5.0,yes,Passive
327,2,Solo Leisure,Business Class,3.0,4.0,1.0,1.0,3.0,1.0,1.0,no,Detractor
328,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no,Detractor
329,2,Solo Leisure,Business Class,2.0,4.0,2.0,1.0,2.0,1.0,2.0,no,Detractor
330,2,Solo Leisure,Economy Class,1.0,2.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
331,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Detractor
332,9,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,1.0,1.0,5.0,yes,Promoter
333,9,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,1.0,1.0,4.0,yes,Promoter
334,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Detractor
335,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
336,7,Solo Leisure,Economy Class,4.0,4.0,2.0,5.0,1.0,1.0,5.0,yes,Passive
337,1,Solo Leisure,Economy Class,3.0,2.0,2.0,1.0,2.0,1.0,3.0,no,Detractor
338,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
339,2,Solo Leisure,Economy Class,3.0,1.0,2.0,2.0,1.0,1.0,4.0,no,Detractor
340,1,Solo Leisure,Economy Class,3.0,2.0,1.0,1.0,3.0,3.0,3.0,no,Detractor
341,2,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,1.0,1.0,no,Detractor
342,6,Solo Leisure,Economy Class,3.0,4.0,2.0,3.0,1.0,1.0,4.0,yes,Detractor
343,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
344,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
345,9,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,1.0,1.0,3.0,yes,Promoter
346,1,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,1.0,5.0,yes,Detractor
347,2,Family Leisure,Economy Class,3.0,3.0,3.0,3.0,2.0,1.0,1.0,no,Detractor
348,7,Solo Leisure,Economy Class,3.0,4.0,3.0,2.0,1.0,1.0,4.0,yes,Passive
349,1,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Detractor
350,2,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,1.0,2.0,no,Detractor
351,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
352,3,Business,Economy Class,4.0,4.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
353,1,Business,Business Class,5.0,5.0,5.0,4.0,1.0,1.0,5.0,yes,Detractor
354,6,Business,Premium Economy,3.0,3.0,3.0,3.0,3.0,1.0,4.0,yes,Detractor
355,2,Family Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
356,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
357,1,Business,Economy Class,5.0,5.0,4.0,5.0,5.0,1.0,5.0,yes,Detractor
358,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Detractor
359,6,Couple Leisure,Economy Class,5.0,3.0,4.0,4.0,1.0,1.0,4.0,yes,Detractor
360,2,Family Leisure,Economy Class,3.0,4.0,3.0,1.0,1.0,4.0,1.0,no,Detractor
361,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
362,1,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Detractor
363,3,Family Leisure,Economy Class,1.0,2.0,2.0,1.0,2.0,1.0,3.0,no,Detractor
364,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
365,8,Business,Economy Class,4.0,4.0,3.0,4.0,1.0,1.0,5.0,yes,Passive
366,9,Business,Economy Class,4.0,3.0,4.0,5.0,1.0,1.0,5.0,yes,Promoter
367,8,Business,Economy Class,4.0,3.0,5.0,4.0,1.0,1.0,5.0,yes,Passive
368,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
369,1,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Detractor
370,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,Detractor
371,3,Family Leisure,Economy Class,3.0,3.0,2.0,1.0,3.0,1.0,2.0,no,Detractor
372,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
373,4,Solo Leisure,Economy Class,3.0,2.0,3.0,1.0,3.0,1.0,3.0,no,Detractor
374,9,Solo Leisure,Economy Class,4.0,4.0,5.0,3.0,1.0,1.0,4.0,yes,Promoter
375,9,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,1.0,5.0,yes,Promoter
376,1,Family Leisure,Business Class,4.0,4.0,2.0,1.0,3.0,3.0,1.0,no,Detractor
377,3,Solo Leisure,Economy Class,4.0,3.0,1.0,3.0,1.0,1.0,2.0,no,Detractor
378,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
379,1,Family Leisure,Economy Class,2.0,3.0,2.0,1.0,4.0,1.0,2.0,no,Detractor
380,8,Business,Economy Class,4.0,5.0,5.0,5.0,2.0,1.0,5.0,yes,Passive
381,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
382,1,Business,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
383,1,Couple Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,1.0,1.0,no,Detractor
384,2,Solo Leisure,Economy Class,3.0,3.0,4.0,1.0,4.0,2.0,2.0,no,Detractor
385,2,Business,Economy Class,4.0,4.0,3.0,1.0,2.0,1.0,1.0,no,Detractor
386,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
387,1,Business,Business Class,3.0,3.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
388,9,Solo Leisure,Economy Class,3.0,5.0,3.0,5.0,3.0,1.0,5.0,yes,Promoter
389,2,Solo Leisure,Economy Class,2.0,2.0,3.0,2.0,4.0,2.0,2.0,no,Detractor
390,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
391,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
392,3,Business,Economy Class,2.0,3.0,2.0,1.0,1.0,1.0,3.0,no,Detractor
393,1,Family Leisure,Economy Class,5.0,5.0,3.0,5.0,3.0,1.0,5.0,yes,Detractor
394,1,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
395,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
396,2,Solo Leisure,Economy Class,1.0,2.0,1.0,4.0,1.0,1.0,2.0,no,Detractor
397,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,1.0,2.0,no,Detractor
398,3,Couple Leisure,Economy Class,3.0,3.0,1.0,3.0,1.0,1.0,3.0,no,Detractor
399,1,Solo Leisure,Economy Class,3.0,3.0,3.0,3.0,3.0,1.0,2.0,no,Detractor
400,2,Business,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
401,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
402,2,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,2.0,yes,Detractor
403,6,Solo Leisure,Economy Class,3.0,1.0,1.0,3.0,1.0,1.0,4.0,no,Detractor
404,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
405,1,Couple Leisure,Business Class,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no,Detractor
406,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
407,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
408,8,Family Leisure,Economy Class,4.0,5.0,3.0,5.0,1.0,1.0,5.0,yes,Passive
409,1,Solo Leisure,Economy Class,3.0,4.0,3.0,1.0,1.0,1.0,1.0,no,Detractor
410,7,Business,Economy Class,3.0,3.0,3.0,4.0,1.0,1.0,4.0,yes,Passive
411,1,Business,Business Class,2.0,1.0,1.0,1.0,3.0,1.0,1.0,no,Detractor
412,1,Business,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
413,1,Solo Leisure,Economy Class,4.0,4.0,4.0,1.0,1.0,1.0,3.0,no,Detractor
414,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
415,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
416,1,Solo Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
417,1,Family Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
418,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
419,1,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,1.0,1.0,5.0,yes,Detractor
420,1,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
421,1,Family Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
422,1,Solo Leisure,Economy Class,1.0,5.0,2.0,1.0,1.0,4.0,1.0,no,Detractor
423,7,Couple Leisure,Economy Class,5.0,5.0,3.0,5.0,4.0,4.0,2.0,yes,Passive
424,8,Solo Leisure,Economy Class,4.0,5.0,1.0,4.0,1.0,1.0,5.0,yes,Passive
425,2,Couple Leisure,Premium Economy,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
426,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
427,6,Family Leisure,Economy Class,4.0,4.0,2.0,3.0,3.0,3.0,3.0,yes,Detractor
428,4,Family Leisure,Economy Class,1.0,2.0,3.0,1.0,1.0,1.0,3.0,no,Detractor
429,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
430,1,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
431,1,Couple Leisure,Economy Class,4.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
432,1,Business,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
433,8,Couple Leisure,Economy Class,3.0,4.0,4.0,4.0,1.0,1.0,3.0,yes,Passive
434,7,Solo Leisure,Economy Class,4.0,3.0,2.0,4.0,2.0,1.0,3.0,yes,Passive
435,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
436,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
437,1,Family Leisure,Economy Class,2.0,1.0,2.0,1.0,2.0,1.0,1.0,no,Detractor
438,9,Solo Leisure,Economy Class,5.0,4.0,4.0,5.0,4.0,4.0,4.0,yes,Promoter
439,9,Couple Leisure,Business Class,3.0,5.0,5.0,5.0,5.0,1.0,5.0,yes,Promoter
440,9,Family Leisure,Economy Class,4.0,4.0,3.0,4.0,3.0,1.0,4.0,yes,Promoter
441,8,Couple Leisure,Economy Class,4.0,4.0,2.0,4.0,1.0,1.0,4.0,yes,Passive
442,8,Couple Leisure,Economy Class,4.0,4.0,2.0,4.0,1.0,1.0,4.0,yes,Passive
443,3,Business,Business Class,1.0,1.0,2.0,3.0,2.0,1.0,2.0,no,Detractor
444,1,Business,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
445,2,Solo Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no,Detractor
446,7,Solo Leisure,Business Class,4.0,4.0,1.0,3.0,5.0,5.0,5.0,yes,Passive
447,9,Couple Leisure,Business Class,4.0,4.0,4.0,3.0,1.0,1.0,5.0,yes,Promoter
448,1,Couple Leisure,Economy Class,1.0,3.0,5.0,1.0,1.0,1.0,1.0,no,Detractor
449,6,Business,Business Class,3.0,4.0,3.0,4.0,4.0,1.0,4.0,yes,Detractor
450,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
451,9,Business,Economy Class,4.0,4.0,4.0,3.0,1.0,1.0,4.0,yes,Promoter
452,8,Solo Leisure,Premium Economy,5.0,5.0,2.0,4.0,1.0,1.0,3.0,yes,Passive
453,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
454,3,Family Leisure,Economy Class,3.0,2.0,2.0,1.0,1.0,1.0,3.0,no,Detractor
455,6,Solo Leisure,Economy Class,4.0,4.0,2.0,4.0,1.0,1.0,3.0,yes,Detractor
456,4,Solo Leisure,Economy Class,1.0,1.0,1.0,5.0,5.0,1.0,2.0,no,Detractor
457,1,Solo Leisure,Economy Class,1.0,1.0,2.0,1.0,2.0,1.0,4.0,no,Detractor
458,3,Business,Economy Class,1.0,2.0,2.0,3.0,3.0,1.0,1.0,no,Detractor
459,2,Couple Leisure,Premium Economy,3.0,4.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
460,4,Solo Leisure,Economy Class,3.0,1.0,1.0,3.0,1.0,1.0,4.0,no,Detractor
461,7,Business,Economy Class,3.0,4.0,3.0,4.0,3.0,1.0,4.0,yes,Passive
462,7,Family Leisure,Business Class,3.0,4.0,3.0,2.0,3.0,1.0,4.0,yes,Passive
463,5,Family Leisure,Economy Class,3.0,5.0,4.0,2.0,1.0,1.0,3.0,no,Detractor
464,9,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,1.0,1.0,5.0,yes,Promoter
465,9,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,3.0,1.0,4.0,yes,Promoter
466,3,Business,Business Class,2.0,3.0,1.0,3.0,1.0,1.0,1.0,no,Detractor
467,9,Family Leisure,Economy Class,4.0,5.0,5.0,5.0,1.0,1.0,4.0,yes,Promoter
468,7,Business,Economy Class,4.0,5.0,3.0,2.0,3.0,1.0,4.0,yes,Passive
469,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
470,5,Solo Leisure,Economy Class,1.0,5.0,2.0,5.0,5.0,1.0,3.0,yes,Detractor
471,2,Business,Business Class,3.0,3.0,1.0,2.0,1.0,1.0,2.0,no,Detractor
472,7,Solo Leisure,Economy Class,4.0,4.0,4.0,1.0,4.0,1.0,4.0,yes,Passive
473,9,Solo Leisure,Economy Class,4.0,5.0,3.0,1.0,0.0,1.0,4.0,yes,Promoter
474,3,Solo Leisure,Economy Class,1.0,2.0,3.0,1.0,1.0,1.0,2.0,no,Detractor
475,5,Solo Leisure,Business Class,5.0,5.0,4.0,1.0,3.0,1.0,5.0,yes,Detractor
476,1,Solo Leisure,Business Class,5.0,5.0,5.0,1.0,4.0,1.0,5.0,yes,Detractor
477,1,Solo Leisure,Economy Class,1.0,1.0,2.0,1.0,3.0,1.0,2.0,no,Detractor
478,1,Solo Leisure,Economy Class,3.0,1.0,2.0,1.0,3.0,1.0,1.0,no,Detractor
479,8,Solo Leisure,Business Class,4.0,5.0,5.0,1.0,4.0,1.0,5.0,yes,Passive
480,1,Solo Leisure,Economy Class,3.0,5.0,4.0,1.0,1.0,1.0,4.0,yes,Detractor
481,10,Solo Leisure,Economy Class,1.0,1.0,2.0,1.0,4.0,1.0,1.0,no,Promoter
482,8,Solo Leisure,Premium Economy,5.0,5.0,3.0,1.0,0.0,1.0,3.0,yes,Passive
483,8,Solo Leisure,Economy Class,4.0,4.0,4.0,1.0,1.0,1.0,5.0,yes,Passive
484,7,Solo Leisure,Business Class,3.0,4.0,3.0,1.0,3.0,1.0,4.0,yes,Passive
485,7,Solo Leisure,Business Class,3.0,5.0,3.0,1.0,4.0,1.0,4.0,yes,Passive
486,2,Solo Leisure,Economy Class,2.0,1.0,2.0,1.0,1.0,1.0,2.0,no,Detractor
487,1,Solo Leisure,Economy Class,4.0,5.0,5.0,1.0,4.0,1.0,5.0,yes,Detractor
488,7,Solo Leisure,Economy Class,4.0,4.0,3.0,1.0,0.0,1.0,3.0,yes,Passive
489,3,Solo Leisure,Business Class,3.0,3.0,1.0,1.0,3.0,1.0,3.0,no,Detractor
490,1,Solo Leisure,Premium Economy,5.0,5.0,5.0,1.0,5.0,1.0,5.0,yes,Detractor
491,2,Solo Leisure,Economy Class,2.0,1.0,2.0,1.0,1.0,1.0,2.0,no,Detractor
492,8,Solo Leisure,Economy Class,3.0,4.0,0.0,1.0,0.0,1.0,4.0,yes,Passive
493,10,Solo Leisure,Economy Class,4.0,2.0,3.0,1.0,1.0,1.0,2.0,no,Promoter
494,8,Solo Leisure,Economy Class,5.0,5.0,5.0,1.0,5.0,1.0,5.0,yes,Passive
495,3,Solo Leisure,Economy Class,2.0,1.0,2.0,1.0,0.0,1.0,2.0,no,Detractor
496,8,Solo Leisure,Economy Class,4.0,3.0,3.0,1.0,4.0,1.0,4.0,yes,Passive
497,1,Solo Leisure,Economy Class,3.0,2.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
498,3,Solo Leisure,Economy Class,3.0,3.0,2.0,1.0,2.0,1.0,2.0,no,Detractor
499,10,Solo Leisure,Economy Class,4.0,0.0,3.0,1.0,1.0,1.0,1.0,no,Promoter
500,8,Solo Leisure,Economy Class,4.0,4.0,2.0,1.0,4.0,1.0,4.0,yes,Passive
501,1,Couple Leisure,Economy Class,1.0,1.0,3.0,1.0,1.0,1.0,1.0,no,Detractor
502,2,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
503,1,Family Leisure,First Class,3.0,3.0,3.0,3.0,1.0,1.0,3.0,no,Detractor
504,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
505,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
506,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
507,1,Family Leisure,Economy Class,3.0,3.0,2.0,1.0,1.0,1.0,1.0,no,Detractor
508,8,Solo Leisure,Economy Class,5.0,5.0,4.0,4.0,1.0,1.0,1.0,no,Passive
509,7,Business,Economy Class,4.0,4.0,4.0,4.0,1.0,1.0,4.0,yes,Passive
510,1,Couple Leisure,Economy Class,4.0,4.0,4.0,1.0,5.0,1.0,1.0,no,Detractor
511,4,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no,Detractor
512,1,Family Leisure,Economy Class,2.0,2.0,3.0,1.0,3.0,1.0,1.0,no,Detractor
513,1,Business,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
514,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
515,2,Business,Business Class,4.0,3.0,4.0,1.0,2.0,2.0,2.0,no,Detractor
516,2,Solo Leisure,Economy Class,2.0,3.0,2.0,1.0,4.0,2.0,2.0,no,Detractor
517,1,Couple Leisure,Economy Class,3.0,3.0,4.0,1.0,1.0,1.0,1.0,no,Detractor
518,1,Family Leisure,Economy Class,2.0,3.0,3.0,2.0,3.0,1.0,2.0,no,Detractor
519,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
520,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
521,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
522,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,Detractor
523,4,Business,Business Class,4.0,2.0,3.0,1.0,3.0,1.0,3.0,no,Detractor
